"Key","ID","RecordKey","External key","Source","Rank","Taxon","Common name","Taxon group","Kingdom","Order","Family","TaxonVersionKey","Site name","Original map ref","Latitude","Longitude","Projection (input)","Precision","Output map ref","Projection (output)","Biotope","VC number","Vice County","Date interpreted","Date from","Date to","Date type","Sample method","Recorder","Determiner","Recorder certainty","Sex","Stage","Count of sex or stage","Zero abundance","Comment","Sample comment","Images","Input on date","Last edited on date","Verification status 1","Verification status 2","Query","Verifier","Verified on","Licence","Automated checks"
919,"28917030","iBRC28917030","","iRecord | iRecord general data","Species","Stagnicola palustris sensu stricto","","mollusc","Animalia","Hygrophila","Lymnaeidae","NHMSYS0021233320","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","","O","FALSE","","","","16/12/2022 15:55","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
920,"28917029","iBRC28917029","","iRecord | iRecord general data","Species","Lymnaea stagnalis","Great Pond Snail","mollusc","Animalia","Hygrophila","Lymnaeidae","NHMSYS0021056362","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","not recorded","O","FALSE","","","","16/12/2022 15:55","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
921,"28917028","iBRC28917028","","iRecord | iRecord general data","Species","Physa fontinalis","Common Bladder Snail","mollusc","Animalia","Hygrophila","Physidae","NHMSYS0001702157","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","","O","FALSE","","","","16/12/2022 15:55","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
922,"28917027","iBRC28917027","","iRecord | iRecord general data","Species","Oxyloma (Oxyloma) elegans","Pfeiffer's Amber Snail","mollusc","Animalia","Pulmonata","Succineidae","NHMSYS0001702143","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","not recorded","O","FALSE","","","","16/12/2022 15:55","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
923,"28917026","iBRC28917026","","iRecord | iRecord general data","Species","Aegopinella nitidula","Smooth Glass Snail","mollusc","Animalia","Pulmonata","Oxychilidae","NBNSYS0000006714","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","","O","FALSE","","","","16/12/2022 15:55","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
924,"28917025","iBRC28917025","","iRecord | iRecord general data","Species","Polycelis nigra","","flatworm (Turbellaria)","Animalia","Tricladida","Planariidae","NHMSYS0021057089","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","male","adult","O","FALSE","Dissected","","","16/12/2022 15:55","16/12/2022 15:55","Unconfirmed","Not reviewed","","","","","Passed checks"
925,"28917024","iBRC28917024","","iRecord | iRecord general data","Species","Lumbriculus variegatus","","annelid","Animalia","Lumbriculida","Lumbriculidae","NHMSYS0020703591","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","not recorded","R","FALSE","","","","16/12/2022 15:55","16/12/2022 15:55","Unconfirmed","Not reviewed","","","","","Passed checks"
926,"28917023","iBRC28917023","","iRecord | iRecord general data","Species","Euglesa personata","Red-crusted Pea Mussel","mollusc","Animalia","Veneroida","Sphaeriidae","NHMSYS0021342679","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","","Certain","not recorded","","O","FALSE","","","","16/12/2022 15:55","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
927,"28917022","iBRC28917022","","iRecord | iRecord general data","Species","Euglesa obtusalis","Porous Pea Mussel","mollusc","Animalia","Veneroida","Sphaeriidae","NHMSYS0021342674","NW bay Hatchmere","SJ55217214","53.24442562","-2.672572979","OSGB","10","SJ55217214","OSGB","Bogs and fens","58","Cheshire","02/10/2019","02/10/2019","02/10/2019","D","","Bentley, David","Ben Rowson","Certain","not recorded","not recorded","R","FALSE","","","","16/12/2022 15:55","03/01/2023 18:54","Accepted","Considered correct","","Rowson, Ben","03/01/2023 18:54","","Passed checks"
928,"28915836","iBRC28915836","","iRecord | iRecord general data","Species","Pogonognathellus longicornis","","springtail (Collembola)","Animalia","Entomobryomorpha","Tomoceridae","NHMSYS0020770715","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
929,"28915835","iBRC28915835","","iRecord | iRecord general data","Species","Lepidocyrtus curvicollis","","springtail (Collembola)","Animalia","Entomobryomorpha","Entomobryidae","NBNSYS0100000353","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","","Certain","not recorded","adult","F","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
930,"28915833","iBRC28915833","","iRecord | iRecord general data","Species","Heterosminthurus bilineatus","","springtail (Collembola)","Animalia","Symphypleona","Bourletiellidae","NBNSYS0100000641","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
931,"28915832","iBRC28915832","","iRecord | iRecord general data","Species","Dicyrtomina ornata","","springtail (Collembola)","Animalia","Symphypleona","Dicyrtomidae","NBNSYS0100000657","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
932,"28915831","iBRC28915831","","iRecord | iRecord general data","Species","Cordilura ciliata","","insect - true fly (Diptera)","Animalia","Diptera","Scathophagidae","NBNSYS0000030373","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","","Certain","female","adult","R","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
933,"28915830","iBRC28915830","","iRecord | iRecord general data","Genus","Sepsis","","insect - true fly (Diptera)","Animalia","Diptera","Sepsidae","NBNSYS0000137712","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","Bentley, David","Certain","female","adult","P","FALSE","","","","16/12/2022 13:19","17/12/2022 19:22","Accepted","Considered correct","","Crellin, Steven","17/12/2022 19:22","",""
934,"28915829","iBRC28915829","","iRecord | iRecord general data","Species","Opomyza petrei","","insect - true fly (Diptera)","Animalia","Diptera","Opomyzidae","NBNSYS0000029289","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
935,"28915827","iBRC28915827","","iRecord | iRecord general data","Species","Hybos culiciformis","","insect - true fly (Diptera)","Animalia","Diptera","Hybotidae","NBNSYS0000012310","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
936,"28915826","iBRC28915826","","iRecord | iRecord general data","Species","Gymnopternus aerosus","","insect - true fly (Diptera)","Animalia","Diptera","Dolichopodidae","NHMSYS0021169065","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","Bentley, David","Certain","mixed","adult","F","FALSE","","","","16/12/2022 13:19","21/03/2023 17:03","Accepted","Considered correct","","Rostron, Glenn","21/03/2023 17:03","","Passed checks"
937,"28915825","iBRC28915825","","iRecord | iRecord general data","Species","Dixella aestivalis","","insect - true fly (Diptera)","Animalia","Diptera","Dixidae","NBNSYS0000011559","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
938,"28915823","iBRC28915823","","iRecord | iRecord general data","Species","Sylvicola punctatus","","insect - true fly (Diptera)","Animalia","Diptera","Anisopodidae","NBNSYS0000008286","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","Bentley, David","Certain","male","adult","R","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
939,"28915822","iBRC28915822","","iRecord | iRecord general data","Family","Chironomidae","Non-biting midges","insect - true fly (Diptera)","Animalia","Diptera","Chironomidae","NBNSYS0000027300","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","","Certain","not recorded","adult","P","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
940,"28915821","iBRC28915821","","iRecord | iRecord general data","Family","Culicidae","Mosquito","insect - true fly (Diptera)","Animalia","Diptera","Culicidae","NBNSYS0000040182","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","O","FALSE","","","","16/12/2022 13:19","16/12/2022 13:19","Unconfirmed","Not reviewed","","","","","Passed checks"
941,"28915819","iBRC28915819","","iRecord | iRecord general data","Species","Euphylidorea meigenii","","insect - true fly (Diptera)","Animalia","Diptera","Limoniidae","NBNSYS0100003143","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","","Certain","male","adult","R","FALSE","Dark-legged. All my Cranefly via Stubs &Kramer, & World Cranefly Catalogue, with Boardman","","","16/12/2022 13:19","16/03/2023 15:02","Accepted","Correct","","Boardman, Pete","16/03/2023 15:02","","Passed checks"
942,"28915817","iBRC28915817","","iRecord | iRecord general data","Species","Platycheirus peltatus","","insect - true fly (Diptera)","Animalia","Diptera","Syrphidae","NBNSYS0000033188","Hatchmere west side mixed habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2022","08/08/2022","08/08/2022","D","","Bentley, David","Bentley, David","Certain","female","adult","R","FALSE","","","","16/12/2022 13:19","16/12/2022 16:47","Accepted","Considered correct","","Morris, Roger","16/12/2022 16:47","",""
943,"28915662","iBRC28915662","","iRecord | iRecord general data","Species","Psammoecus bipunctatus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Silvanidae","NHMSYS0020153213","Hatchmere west side mix of habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Tanyptera Project","","16/12/2022 13:06","16/12/2022 13:06","Unconfirmed","Not reviewed","","","","","Passed checks"
944,"28915661","iBRC28915661","","iRecord | iRecord general data","Species","Anthocomus rufus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Melyridae","NBNSYS0000024408","Hatchmere west side mix of habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","not recorded","adult","F","FALSE","","Contract for Tanyptera Project","","16/12/2022 13:06","30/12/2022 15:49","Accepted","Considered correct","","Stenhouse, Don","30/12/2022 15:49","","Passed checks"
945,"28915659","iBRC28915659","","iRecord | iRecord general data","Species","Sitona obsoletus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Curculionidae","NHMSYS0021367074","Hatchmere west side mix of habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Contract for Tanyptera Project","","16/12/2022 13:06","01/06/2023 17:32","Accepted","Considered correct","","Stenhouse, Don","30/12/2022 15:49","","Passed checks"
946,"28915658","iBRC28915658","","iRecord | iRecord general data","Species","Betulapion simile","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Apionidae","NHMSYS0020151495","Hatchmere west side mix of habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Tanyptera Project","","16/12/2022 13:06","16/12/2022 13:06","Unconfirmed","Not reviewed","","","","","Passed checks"
947,"28915657","iBRC28915657","","iRecord | iRecord general data","Species","Tetartopeus terminatus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NHMSYS0021467928","Hatchmere west side mix of habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","","Certain","female","adult","R","FALSE","Dissected","Contract for Tanyptera Project","","16/12/2022 13:06","30/12/2022 15:49","Accepted","Considered correct","","Stenhouse, Don","30/12/2022 15:49","","Passed checks"
948,"28915656","iBRC28915656","","iRecord | iRecord general data","Species","Hygronoma dimidiata","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NBNSYS0000023687","Hatchmere west side mix of habitats","SJ55207214","53.24442478","-2.67272282","OSGB","10","SJ55207214","OSGB","Bogs and fens","58","Cheshire","08/08/2019","08/08/2019","08/08/2019","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Contract for Tanyptera Project","","16/12/2022 13:06","16/12/2022 13:06","Unconfirmed","Not reviewed","","","","","Passed checks"
